1,271
2,159
3,87
4,71
5,45
6,44
7,34
8,34
9,19
10,17
11,13
12,17
13,16
14,12
15,13
16,6
17,5
18,7
19,3
20,6
21,8
22,3
23,4
24,4
25,2
26,2
27,5
28,6
30,4
31,2
32,7
33,3
34,3
35,2
36,1
37,3
38,3
39,3
40,1
42,1
43,1
44,2
45,4
46,2
48,3
52,1
55,1
56,2
64,3
65,1
69,1
71,1
73,2
74,1
79,3
81,1
89,1
90,1
94,1
104,1
105,1
109,1
114,1
117,1
124,1
131,1
133,2
136,1
138,1
149,1
154,1
158,1
165,1
170,1
314,1
340,1
394,1
602,1
839,1
1080,1
