time,File
200503,1
200504,2
200505,1
200506,0
200507,0
200508,0
200509,0
200510,0
200512,39
200601,0
200602,49
200603,9
200604,1
200605,3
200606,12
200607,0
200608,1
200609,0
200610,0
200611,0
200612,2
200701,0
200703,0
200705,3
200706,1
200707,1
200708,19
200709,0
200710,1
200711,0
200712,0
200801,0
200802,0
200803,1
200806,0
200807,0
200809,0
200810,0
200812,1
200901,11
200902,4
200903,0
200906,0
200908,6
200910,0
200911,2
200912,0
201001,0
201002,4
201003,14
201004,0
201006,9
201007,1
201008,11
201010,2
201011,13
201012,1
201101,0
201103,0
201104,0
201105,1
201106,0
201107,0
201108,2
201109,7
201110,0
201111,0
201112,1
201201,0
201202,1
201203,0
201206,2
201207,0
201209,0
201211,0
201301,0
201303,1
201304,0
201305,5
201306,1
201307,0
201310,0
201311,0
201312,0
201401,1
201403,38
201404,0
201405,0
201406,0
201407,0
201409,0
201410,0
201411,0
201412,0
201502,0
201503,0
201504,0
201505,0
201506,0
201507,0
201508,1
201509,2
201510,0
201511,0
201512,0
201601,0
201602,0
201604,0
201605,0
201606,0
201607,0
201608,0
201610,0
201612,0
201701,6
201702,0
201704,1
201707,0
201708,2
201709,0
201711,1
201712,0
201801,5
201803,3
201804,0
201805,4
201806,2
201807,2
201808,9
201809,0
201810,0
201811,0
201901,1
201902,1
201903,0
201904,1
201905,0
201908,1
201909,0
201910,1
201911,2
201912,0
202001,0
202002,11
202004,0
202005,0
202006,0
202007,0
202008,7
202012,0
202101,1
202102,1
202103,3
202106,52
202110,2
202111,6
202112,1
202201,6
202205,3
202206,0
202208,3
202212,0
202303,1
202308,99
202309,1
202310,4
202311,1
