time,File
201610,11
201611,1
201612,52
201701,10
201702,6
201703,38
201704,41
201705,101
201706,20
201707,31
201708,309
201709,54
201710,2
201711,22
201712,57
201801,16
201802,22
201803,32
201804,14
201805,17
201806,2
201807,5
201808,7
201809,24
201810,10
201811,2
201812,4
201901,2
201902,1
201903,75
201904,4
201905,2
201906,69
201907,31
201908,1
201909,15
201910,0
201911,0
201912,20
202001,2
202002,0
202003,27
202004,40
202005,21
202006,1
202007,0
202008,74
202009,37
202010,91
202011,47
202012,3
202101,3
202102,57
202103,79
202104,12
202105,23
202106,22
202107,66
202108,42
202109,40
202110,68
202111,38
202112,4
202201,17
202202,3
202203,11
202204,9
202205,0
202206,9
202207,0
202208,2
202209,0
202210,1
202211,29
202212,88
202301,3
202302,4
202303,5
202304,34
202305,1
202306,1
202307,13
202308,169
202309,1
202310,19
202311,1
202312,5
202401,16
202402,327
202403,59
