time,File
201502,3
201503,18
201504,0
201506,3
201507,1
201510,4
201511,2
201512,4
201601,2
201602,6
201603,0
201604,0
201606,2
201607,1
201608,1
201609,2
201610,5
201611,9
201612,13
201701,7
201702,12
201703,0
201704,6
201706,0
201707,2
201708,0
201709,0
201710,0
201711,3
201712,1
201801,2
201802,1
201803,4
201804,0
201805,0
201806,1
201807,1
201808,2
201810,1
201811,2
201812,2
201902,0
201903,0
201904,0
201905,0
201906,0
201907,6
201908,9
201910,5
201911,0
202001,4
202002,5
202003,0
202004,18
202005,1
202006,5
202007,3
202008,0
202009,10
202010,1
202011,18
202012,9
202101,0
202102,1
202103,4
202104,0
202106,2
202107,4
202108,17
202109,10
202110,6
202111,1
202112,5
202201,0
202202,16
202203,2
202204,0
202206,5
202207,12
202210,8
202211,1
202212,5
202301,25
202302,19
202303,6
202305,24
202306,3
202307,93
202308,2
202309,3
202310,11
202311,25
202312,2
202401,15
202402,9
