time,File
200909,67
200910,8
200911,0
200912,5
201001,108
201002,42
201003,44
201004,7
201005,16
201006,3
201007,5
201008,5
201009,33
201010,5
201011,12
201012,7
201101,1
201102,4
201103,14
201104,9
201105,31
201106,16
201107,2
201108,2
201109,3
201110,6
201111,12
201112,16
201201,8
201202,14
201203,6
201204,15
201205,8
201206,5
201207,4
201208,4
201209,2
201210,2
201211,8
201212,5
201301,1
201302,1
201303,3
201304,1
201305,10
201306,0
201307,0
201308,0
201310,0
201312,0
201401,0
201402,0
201403,3
201404,3
201405,53
201406,58
201407,1
201408,0
201409,10
201410,20
201411,16
201412,0
201501,2
201502,9
201503,0
201504,8
201505,5
201506,9
201507,36
201508,27
201509,29
201510,1
201511,41
201512,10
201601,8
201602,5
201603,4
201604,14
201605,2
201606,10
201607,6
201608,21
201609,11
201610,41
201611,9
201612,10
201701,47
201702,15
201703,6
201704,6
201705,36
201706,13
201708,6
201709,30
201710,17
201711,2
201712,2
201801,8
201802,34
201803,10
201804,89
201805,2
201806,61
201807,1
201808,2
201809,32
201810,1
201811,4
201812,6
201901,5
201902,1
201903,8
201911,1
201912,1
202003,1
202004,3
202005,3
202102,1
202201,2
202204,1
202308,1
