time,File
200606,281
200607,78
200608,9
200609,7
200610,11
200611,5
200612,0
200701,0
200702,11
200703,3
200704,0
200705,0
200706,2
200707,13
200708,25
200709,4
200710,3
200711,1
200712,0
200801,0
200802,64
200803,2
200804,9
200805,1
200806,3
200807,0
200808,0
200809,2
200810,2
200811,3
200812,12
200901,15
200902,11
200903,33
200904,12
200905,26
200906,6
200907,13
200908,21
200909,11
200910,8
200911,2
200912,25
201001,30
201002,5
201003,9
201004,4
201005,21
201006,4
201007,28
201008,9
201009,16
201010,13
201011,5
201012,0
201101,4
201102,2
201103,0
201104,0
201105,1
201106,0
201107,2
201108,1
201109,1
201110,3
201111,13
201112,2
201201,2
201202,8
201203,3
201204,2
201205,19
201206,0
201207,2
201208,0
201209,0
201210,3
201211,1
201212,0
201301,0
201302,0
201303,3
201304,2
201305,0
201306,0
201307,1
201308,0
201309,0
201310,1
201312,0
201402,2
201403,0
201404,0
201405,0
201406,0
201409,0
201410,0
201411,2
201501,0
201504,0
201505,0
201506,5
201507,0
201509,0
201511,0
201601,4
201605,0
201606,0
201608,0
201609,2
201610,0
201612,0
201702,0
201805,0
201809,2
201810,1374
201811,6
201901,17
201902,1
201903,4
201904,5
201905,0
201906,1
202001,3
202003,1
202004,5
202007,2
202008,0
202009,77
202010,1
202011,2
202012,0
202103,8
202104,315
202105,2
202106,5
202107,1
202110,2
202111,0
202112,16
202211,2
202304,2667
202305,19
202306,6
202307,37
202310,7
