time,File
201112,0
201201,35
201202,21
201203,28
201204,25
201205,2
201206,15
201207,30
201208,5
201209,1
201210,3
201211,3
201212,1
201301,4
201302,12
201303,7
201304,14
201305,1
201306,10
201307,2
201308,1
201309,1
201310,4
201311,2
201312,20
201401,2
201402,9
201403,25
201404,5
201405,3
201406,11
201407,1
201408,1
201409,1
201410,5
201411,1
201412,1
201501,0
201502,14
201503,13
201504,1
201505,35
201506,0
201507,1
201508,0
201509,1
201510,3
201511,1
201512,3
201601,1
201602,1
201603,16
201604,2
201605,2
201606,3
201607,4
201610,1
201611,0
201612,0
201704,1
201705,2
201706,21
201708,1
201711,2
201712,1
201801,0
201802,2
201803,14
201804,6
201806,0
201809,0
201902,1
201905,0
201906,0
201907,1
201908,1
202006,1
202008,1
202102,0
202103,4
202109,1
202112,5
202204,1
202207,2
202302,2
202303,11
202310,3
202311,15
202401,4
