time,File
201306,1
201307,3
201308,6
201309,2
201310,11
201311,3
201312,5
201401,19
201402,97
201403,11
201404,3
201405,1
201406,12
201407,4
201408,21
201409,14
201410,80
201411,0
201412,0
201501,1
201502,21
201503,6
201504,21
201505,10
201506,8
201507,27
201508,21
201509,14
201510,5
201511,4
201512,6
201601,9
201602,22
201603,11
201604,5
201605,12
201606,7
201607,7
201608,19
201609,6
201610,42
201611,6
201701,0
201702,11
201704,24
201705,20
201706,4
201707,3
201708,0
201709,1
201710,5
201711,4
201712,3
201804,2
201805,8
201806,2
201807,0
201808,2
201809,3
201901,3
201907,4
