time,File
201012,454
201101,5
201103,0
201104,3
201105,6
201106,7
201107,16
201108,26
201109,3
201110,0
201111,14
201112,11
201201,3
201202,2
201203,0
201204,12
201205,0
201207,7
201209,1
201210,1
201212,5
201306,38
201307,0
201309,2
201310,14
201311,2
201401,1
201402,3
201403,1
201404,8
201405,2
201406,0
201407,0
201410,0
201501,0
201503,1
201504,1
201505,0
201509,3
201510,0
201511,0
201601,0
201602,0
201603,0
201604,0
201605,0
201607,16
201609,0
201610,0
201611,11
201612,20
201701,51
201702,3
201703,0
201704,9
201705,14
201706,5
201707,5
201708,0
201710,0
201711,0
201712,19
201801,8
201805,3
201809,0
201810,0
202001,0
202011,0
202102,0
202201,0
202204,0
202208,5
202210,100
202211,10
202212,385
202301,125
202302,107
202303,53
202304,3
202305,19
202306,38
202307,76
202308,11
202309,3
202310,4
202311,4
202312,74
202401,7
