time,File
201602,4
201603,11
201604,89
201605,367
201606,0
201607,4
201608,12
201609,4
201610,0
201611,0
201612,4
201701,9
201702,18
201703,2
201704,10
201706,9
201707,94
201708,43
201710,8
201711,14
201712,0
201801,16
201802,43
201804,3
201805,13
201806,0
201807,14
201808,3
201809,10
201810,20
201811,44
201812,15
201901,18
201902,1
201904,2
201905,5
201911,0
201912,3
202001,7
202003,0
202004,3
202005,29
202006,1
202007,20
202008,3
202009,1
202011,3
202012,0
202101,0
202102,38
202103,13
202106,22
202107,14
202109,1
202201,20
202202,106
202203,62
202204,75
202205,80
202206,14
202207,10
202208,12
202301,3
202401,11
202402,34
