lable,refatory
38bd0d45dad26f84d70229e27fa4a59e0750b3d50,Change Variable Type
14e01539ccbe41dab38d0f6a4d8d888a6056724b0,Extract Variable
14e01539ccbe41dab38d0f6a4d8d888a6056724b1,Extract Variable
