lable,refatory
60325aa2fccc81d47a3f2e27799bb697a6b063811,Rename Method
f12c82f8ae354bad96c40ab778cb38600947559f4,Extract Variable
7f6269cd913a2d31f45eba4e791b223011cfec0d0,Change Variable Type
7f6269cd913a2d31f45eba4e791b223011cfec0d1,Rename Variable
1fa490e0c5b0c1b827791909968fcee7adc8ea7c0,Extract Variable
21187b55c9e549de9d8b797a59516b0c99507f907,Change Method Access Modifier
f1a93b1bbc29aadbda5f09ddf2622252e8893b0b4,Extract Method
